year,pop_name,state_name,reg,relative_PWE_enhancement
2003,White,South Dakota,North Central,1.0048068467501
2004,Asian,South Dakota,North Central,0.80169614960315
2000,Native,South Dakota,North Central,0.605150355039386
2008,White,South Dakota,North Central,0.994555315604891
2009,Native,South Dakota,North Central,0.620651321852178
2017,Pacific,South Dakota,North Central,0.548386797370493
2012,Native,South Dakota,North Central,0.648998649727303
2015,Asian,South Dakota,North Central,0.816864632524083
2015,Black,South Dakota,North Central,1.14668455857324
2004,Native,South Dakota,North Central,0.645025573946976
2007,Hispanic,South Dakota,North Central,0.594863979276482
1999,Hispanic,South Dakota,North Central,0.623825221572798
2018,Black,South Dakota,North Central,1.10152700907266
2015,Hispanic,South Dakota,North Central,0.740578201153189
1999,Native,South Dakota,North Central,0.57186797870882
2004,White,South Dakota,North Central,0.999872999956075
2017,Native,South Dakota,North Central,0.64456226119026
2005,Asian,South Dakota,North Central,0.812264044770134
2010,Native,South Dakota,North Central,0.670615950896114
2005,Black,South Dakota,North Central,1.09423694387807
2013,Hispanic,South Dakota,North Central,0.661673276119013
2019,Black,South Dakota,North Central,1.0620598506619
2010,Pacific,South Dakota,North Central,0.524539719759741
2002,Pacific,South Dakota,North Central,0.489560965707736
2016,Black,South Dakota,North Central,1.0987205140684
2001,White,South Dakota,North Central,0.99645389787175
2008,Hispanic,South Dakota,North Central,0.597804857240601
2001,Black,South Dakota,North Central,1.16299550942298
2012,Asian,South Dakota,North Central,0.81037933858824
2005,White,South Dakota,North Central,1.0044349258261
2011,Hispanic,South Dakota,North Central,0.658848558999149
2020,Black,South Dakota,North Central,1.10294557869758
2006,Asian,South Dakota,North Central,0.770516328983234
2014,White,South Dakota,North Central,1.00229674539045
2011,Native,South Dakota,North Central,0.633662810084671
2020,Native,South Dakota,North Central,0.657116151338291
2009,Asian,South Dakota,North Central,0.769377548269523
2011,Pacific,South Dakota,North Central,0.512081510879026
2019,Hispanic,South Dakota,North Central,0.680382720776843
2006,White,South Dakota,North Central,0.996206911418842
2004,Pacific,South Dakota,North Central,0.517606350793044
2010,Black,South Dakota,North Central,1.13326638988995
2015,Native,South Dakota,North Central,0.653004653773341
2004,Hispanic,South Dakota,North Central,0.663599212779649
2014,Pacific,South Dakota,North Central,0.530951848939088
2004,Black,South Dakota,North Central,1.12486144413791
2002,Hispanic,South Dakota,North Central,0.621157343727122
2014,Native,South Dakota,North Central,0.640849409299133
2001,Pacific,South Dakota,North Central,0.47618071210315
2018,Asian,South Dakota,North Central,0.776435606319275
2012,Pacific,South Dakota,North Central,0.502421377812055
2003,Hispanic,South Dakota,North Central,0.655348566689709
2009,Hispanic,South Dakota,North Central,0.639949689936449
2002,Black,South Dakota,North Central,1.123661024786
2011,White,South Dakota,North Central,0.996521283215584
2006,Pacific,South Dakota,North Central,0.509660453072962
2007,White,South Dakota,North Central,0.995871099501816
1999,Asian,South Dakota,North Central,0.784239773351295
2013,Black,South Dakota,North Central,1.12761670081103
2020,Hispanic,South Dakota,North Central,0.687413566976535
2012,Hispanic,South Dakota,North Central,0.661203901708953
2001,Asian,South Dakota,North Central,0.797005553427654
2016,Asian,South Dakota,North Central,0.816662871925372
2001,Hispanic,South Dakota,North Central,0.61457168134428
2002,Native,South Dakota,North Central,0.608282846352935
2005,Asian,Tennessee,South,0.887559020004164
2012,Black,Tennessee,South,1.09793344736696
2017,White,Tennessee,South,0.988999900322056
2014,White,Tennessee,South,0.985817853000542
2017,Hispanic,Tennessee,South,0.909981202279092
2008,Asian,Tennessee,South,0.968005528331734
1999,Black,Tennessee,South,1.1064714355994
2016,White,Tennessee,South,0.98825539770366
2015,Asian,Tennessee,South,0.938053794851393
2013,Black,Tennessee,South,1.10859195364737
2014,Native,Tennessee,South,0.785900582141005
2004,Black,Tennessee,South,1.10380704669148
2015,Hispanic,Tennessee,South,0.859831020467189
2020,Asian,Tennessee,South,1.01077826298443
2017,Native,Tennessee,South,0.811744205092154
2012,Native,Tennessee,South,0.767511503167602
2018,Pacific,Tennessee,South,0.753901888994589
2004,Pacific,Tennessee,South,0.759865525459107
2006,Pacific,Tennessee,South,0.741032615672565
2007,Pacific,Tennessee,South,0.744736951850456
2006,Black,Tennessee,South,1.11440005655873
2018,White,Tennessee,South,0.989125630044811
2016,Hispanic,Tennessee,South,0.845548062193173
2009,White,Tennessee,South,0.989142950149892
1999,Asian,Tennessee,South,0.904704473243189
2003,Native,Tennessee,South,0.734706116800966
2006,Native,Tennessee,South,0.690965318680584
2009,Black,Tennessee,South,1.07505426377376
2006,Hispanic,Tennessee,South,0.728956069874971
2004,Asian,Tennessee,South,0.970167874457098
2006,Asian,Tennessee,South,0.913179642928708
2013,Asian,Tennessee,South,0.940867589295733
2009,Hispanic,Tennessee,South,0.782148019672592
2015,Black,Tennessee,South,1.12714459620962
2012,Hispanic,Tennessee,South,0.826927150469691
2007,Asian,Tennessee,South,0.912223111305639
2010,Pacific,Tennessee,South,0.76767113590756
2016,Black,Tennessee,South,1.08590197229108
2018,Black,Tennessee,South,1.08378961902842
2007,Black,Tennessee,South,1.08188632181132
2007,Native,Tennessee,South,0.694788227707831
2015,Pacific,Tennessee,South,0.756350752275927
2004,White,Tennessee,South,0.984762452494885
2017,Pacific,Tennessee,South,0.788990106984559
2016,Pacific,Tennessee,South,0.777367475994012
2011,Black,Tennessee,South,1.10855896649145
2011,Hispanic,Tennessee,South,0.737654613133096
2014,Hispanic,Tennessee,South,0.795444665121336
2004,Hispanic,Tennessee,South,0.807910131376022
2008,Pacific,Tennessee,South,0.772635092377966
2003,Pacific,Tennessee,South,0.748521195052697
2000,White,Tennessee,South,0.985257325229667
2013,White,Tennessee,South,0.984464297119612
2014,Pacific,Tennessee,South,0.762852960153435
2001,Asian,Tennessee,South,0.892649385540397
2010,Black,Tennessee,South,1.14475426724466
2010,Hispanic,Tennessee,South,0.779422369924717
2012,Asian,Tennessee,South,0.935305524996951
2001,Hispanic,Tennessee,South,0.690759984838865
2019,Black,Tennessee,South,1.0859503826406
2009,Pacific,Tennessee,South,0.768571925507254
2020,White,Tennessee,South,0.989099953895288
2002,Native,Tennessee,South,0.755518528982381
2018,Asian,Tennessee,South,0.948552998046991
1999,White,Tennessee,South,0.986239351938997
2012,Pacific,Tennessee,South,0.769932769265986
2010,Asian,Tennessee,South,0.949338152585651
2004,Native,Tennessee,South,0.716443147838073
2019,Native,Tennessee,South,0.730355130808577
2003,White,Tennessee,South,0.994042918633584
2018,Native,Tennessee,South,0.752359930677168
2002,Asian,Tennessee,South,0.965253232750963
2000,Native,Tennessee,South,0.690906924061646
2005,Black,Tennessee,South,1.10983917529049
2009,Native,Tennessee,South,0.744243413423123
2011,Native,Tennessee,South,0.722888145678884
2005,Hispanic,Tennessee,South,0.810501392446806
2000,Pacific,Tennessee,South,0.733158389406601
2013,Native,Tennessee,South,0.755216668318397
2013,Pacific,Tennessee,South,0.755753389122907
2011,Asian,Tennessee,South,0.955899833569699
2015,Native,Tennessee,South,0.76524055907393
2007,Hispanic,Tennessee,South,0.718587468535313
2003,Black,Tennessee,South,1.05713604950671
2014,Asian,Tennessee,South,0.890567754740907
2020,Hispanic,Tennessee,South,0.825303518079253
2020,Black,Tennessee,South,1.06259450027501
2014,Black,Tennessee,South,1.11205740039688
2001,Native,Tennessee,South,0.660411711034423
2003,Hispanic,Tennessee,South,0.769407529520347
2006,White,Tennessee,South,0.984853558256292
2011,Pacific,Tennessee,South,0.758747675229039
2020,Pacific,Tennessee,South,0.794903085632448
2001,Black,Tennessee,South,1.04797410460472
2002,White,Tennessee,South,0.980856549113112
2000,Black,Tennessee,South,1.11171105546349
2011,White,Tennessee,South,0.984246199055378
2018,Hispanic,Tennessee,South,0.800892340292931
2002,Hispanic,Tennessee,South,0.811270471297981
2016,Native,Tennessee,South,0.799992525571413
2015,White,Tennessee,South,0.980910812030584
2013,Hispanic,Tennessee,South,0.791498423169436
2001,Pacific,Tennessee,South,0.714281807684423
1999,Pacific,Tennessee,South,0.739189754805801
2019,Hispanic,Tennessee,South,0.801092293425889
2001,White,Tennessee,South,0.997790942686544
2005,Pacific,Tennessee,South,0.752466559644796
2017,Black,Tennessee,South,1.0741942422732
2010,White,Tennessee,South,0.977503229449034
2012,White,Tennessee,South,0.986727433311863
2019,White,Tennessee,South,0.987870602799071
2017,Asian,Tennessee,South,0.979654478775805
2003,Asian,Tennessee,South,0.944082170452628
2008,Native,Tennessee,South,0.711640908812113
1999,Native,Tennessee,South,0.703079864129714
2019,Pacific,Tennessee,South,0.777531031678678
2020,Native,Tennessee,South,0.815248024400835
2005,White,Tennessee,South,0.985424098710455
2008,Black,Tennessee,South,1.09253107903648
1999,Hispanic,Tennessee,South,0.784415552269964
2002,Pacific,Tennessee,South,0.758940451747763
2009,Asian,Tennessee,South,0.981993192248929
2008,Hispanic,Tennessee,South,0.779244727835325
2000,Asian,Tennessee,South,0.911754588277216
2016,Asian,Tennessee,South,0.948417575827096
2019,Asian,Tennessee,South,0.967328041465867
2007,White,Tennessee,South,0.991015001313131
2000,Hispanic,Tennessee,South,0.744845936448722
2008,White,Tennessee,South,0.986839385401102
2010,Native,Tennessee,South,0.735622810309513
2002,Black,Tennessee,South,1.12308974597581
2005,Native,Tennessee,South,0.800248613125114
1999,Black,Texas,South,1.08035296025042
2018,White,Texas,South,0.999509366253425
2004,Pacific,Texas,South,0.771260038956689
2018,Asian,Texas,South,0.866511406140571
2017,Pacific,Texas,South,0.855430165877043
2007,Hispanic,Texas,South,0.818734597254879
2005,Black,Texas,South,1.0725033836826
1999,Native,Texas,South,0.967233404562952
2004,Hispanic,Texas,South,0.867808784405317
2013,Black,Texas,South,1.08820056061995
2004,Native,Texas,South,0.988660374242033
2014,White,Texas,South,0.99332848690362
2001,White,Texas,South,0.999554509622202
2009,Pacific,Texas,South,0.760185091514085
2004,White,Texas,South,0.999297607446928
2009,White,Texas,South,0.989403277021792
2005,Pacific,Texas,South,0.785023132913749
2005,Asian,Texas,South,0.82634401918874
2001,Hispanic,Texas,South,0.765882229457337
2010,Hispanic,Texas,South,0.800777431337756
2002,Hispanic,Texas,South,0.85301195717755
2002,Native,Texas,South,1.01580406004451
2015,Asian,Texas,South,0.862860828212601
2007,Asian,Texas,South,0.818926684862864
2002,White,Texas,South,0.999632613892567
2013,Native,Texas,South,0.980155380558787
2018,Black,Texas,South,1.06632394826577
2003,White,Texas,South,0.99631057079688
2014,Native,Texas,South,0.935013588792093
2017,Black,Texas,South,1.07543070742125
2014,Pacific,Texas,South,0.814855584392548
2010,Black,Texas,South,1.1188225640334
2002,Black,Texas,South,1.04781582464988
2006,Asian,Texas,South,0.817686116574216
2009,Hispanic,Texas,South,0.853362654985227
2018,Native,Texas,South,0.947074106440493
1999,Asian,Texas,South,0.788861644521634
2009,Native,Texas,South,0.912350930097249
2007,Black,Texas,South,1.06579422310363
2012,Native,Texas,South,0.965286182915372
2017,White,Texas,South,0.995302153940682
1999,Hispanic,Texas,South,0.858435086954358
2002,Asian,Texas,South,0.814311194029343
2007,Native,Texas,South,0.95157143330943
2011,Asian,Texas,South,0.830161907538088
2020,Black,Texas,South,1.06601769318254
2012,Black,Texas,South,1.10330606192021
1999,Pacific,Texas,South,0.757664771815053
2000,Pacific,Texas,South,0.719480397678331
2007,White,Texas,South,0.998716896951476
2005,Hispanic,Texas,South,0.885814214507384
2013,Hispanic,Texas,South,0.904268642120469
2010,Pacific,Texas,South,0.762122359117888
2005,Native,Texas,South,0.970086140767815
2003,Asian,Texas,South,0.830360529726562
2001,Asian,Texas,South,0.790723979594976
2008,Black,Texas,South,1.08046369310346
2004,Asian,Texas,South,0.831176203012726
2011,White,Texas,South,0.988711096464862
2013,Asian,Texas,South,0.86406279058899
2003,Hispanic,Texas,South,0.901313139184023
2017,Hispanic,Texas,South,0.898504835353541
2011,Black,Texas,South,1.13377692179393
2012,Hispanic,Texas,South,0.848062690801553
2001,Pacific,Texas,South,0.712378547775258
2010,Native,Texas,South,0.969168624204288
2016,Asian,Texas,South,0.873098783951036
2011,Pacific,Texas,South,0.764245173905067
2012,Pacific,Texas,South,0.786266153754953
2006,Native,Texas,South,0.991633527996446
2015,Hispanic,Texas,South,0.895373534137445
2015,Native,Texas,South,0.944143372126508
2018,Hispanic,Texas,South,0.893137568723847
2004,Black,Texas,South,1.05111267874575
2013,White,Texas,South,0.993963206929016
2019,Pacific,Texas,South,0.817297492039022
2015,Pacific,Texas,South,0.829794942423765
2019,Asian,Texas,South,0.864918088609733
2000,White,Texas,South,0.992586567491355
2006,Black,Texas,South,1.05969828456622
2015,Black,Texas,South,1.06042580010776
2000,Asian,Texas,South,0.783176657585099
2010,Asian,Texas,South,0.827414444504086
2010,White,Texas,South,0.990759614166688
2013,Pacific,Texas,South,0.82133994552823
2000,Native,Texas,South,0.949063783701016
2007,Pacific,Texas,South,0.741782292588208
2006,Pacific,Texas,South,0.756141870266834
2012,Asian,Texas,South,0.852125329317005
2016,Native,Texas,South,0.999067898937741
2011,Hispanic,Texas,South,0.796588165825554
2001,Native,Texas,South,0.998344606942525
1999,White,Texas,South,0.9962328266761
2019,Black,Texas,South,1.06836575633782
2003,Pacific,Texas,South,0.791837884224352
2014,Hispanic,Texas,South,0.888776972350028
2014,Black,Texas,South,1.09822190621905
2009,Black,Texas,South,1.12285522053642
2012,White,Texas,South,0.992340363419033
2003,Black,Texas,South,1.06880292421745
2016,Hispanic,Texas,South,0.891453775967101
2019,White,Texas,South,0.999333389224833
2008,Native,Texas,South,0.929641977530844
2006,White,Texas,South,0.998816748260974
2018,Pacific,Texas,South,0.81987734160781
2016,Pacific,Texas,South,0.846354813244511
2002,Pacific,Texas,South,0.761459413699337
2008,Asian,Texas,South,0.853012973786017
2008,White,Texas,South,0.995322745371484
2016,Black,Texas,South,1.03437118469707
2000,Black,Texas,South,1.10752855963974
2019,Native,Texas,South,0.939161978213371
2009,Asian,Texas,South,0.84642902506697
2020,Native,Texas,South,0.948677792003448
2020,White,Texas,South,0.999241840816515
2008,Hispanic,Texas,South,0.877747739080371
2020,Asian,Texas,South,0.872391329749932
2019,Hispanic,Texas,South,0.869174545233933
2017,Native,Texas,South,0.980719462331139
2008,Pacific,Texas,South,0.777667280738687
2011,Native,Texas,South,0.953088498141386
2005,White,Texas,South,0.996707875467714
2020,Pacific,Texas,South,0.828970095289504
2006,Hispanic,Texas,South,0.827359199156341
2001,Black,Texas,South,1.0548532554159
2016,White,Texas,South,1.00243565046732
2014,Asian,Texas,South,0.866256630546726
2000,Hispanic,Texas,South,0.777100922227184
2017,Asian,Texas,South,0.885627364693166
2020,Hispanic,Texas,South,0.920232335154408
2003,Native,Texas,South,0.992853478980842
2015,White,Texas,South,0.999780914962243
2017,Black,Utah,West,0.759073661829475
2000,Hispanic,Utah,West,0.825502565387404
2013,White,Utah,West,1.05011453965624
2003,Hispanic,Utah,West,0.824959989293576
2002,Pacific,Utah,West,1.08124213479137
2016,White,Utah,West,1.05115072516657
2017,Asian,Utah,West,0.68784070256649
2007,Native,Utah,West,1.02764506924397
2020,Asian,Utah,West,0.787334392447811
2003,Native,Utah,West,1.11649212475306
2003,Black,Utah,West,0.836216208077738
2016,Black,Utah,West,0.709697170067585
2020,White,Utah,West,1.04381727176704
2011,Black,Utah,West,0.877046718078749
2003,Asian,Utah,West,0.563517294070373
2004,Asian,Utah,West,0.816707200742248
2011,Asian,Utah,West,0.67535653244492
2008,Hispanic,Utah,West,0.831761539877131
2020,Hispanic,Utah,West,1.08448241292852
2011,Hispanic,Utah,West,0.895936717043883
2014,Asian,Utah,West,0.656200674280351
2011,Native,Utah,West,0.979215648582441
2013,Hispanic,Utah,West,0.975401975283151
2000,White,Utah,West,1.04041319340638
2003,Pacific,Utah,West,0.95248977214568
2014,Hispanic,Utah,West,0.874220791589442
2003,White,Utah,West,1.04025676971961
2017,Hispanic,Utah,West,0.984088860680459
2019,Pacific,Utah,West,1.23925299540082
2006,Native,Utah,West,1.07681158778846
2012,Asian,Utah,West,0.619622368575731
2015,White,Utah,West,1.04721661234608
2016,Pacific,Utah,West,1.26048484377788
2001,Native,Utah,West,1.05359690926555
2005,Black,Utah,West,0.880668273505772
2014,Black,Utah,West,0.798356814058289
2002,Native,Utah,West,1.05589381131993
2004,Native,Utah,West,1.12149648009949
2009,Pacific,Utah,West,1.03469413408435
2008,White,Utah,West,1.03280771189702
2019,White,Utah,West,1.0512747144362
2009,Asian,Utah,West,0.801218572111391
2002,Asian,Utah,West,0.655677653851767
2007,Hispanic,Utah,West,0.842582417953251
2005,Pacific,Utah,West,0.9751176992575
2001,Hispanic,Utah,West,0.814498891050697
2018,Pacific,Utah,West,1.15950043858513
2006,Asian,Utah,West,0.595997046689664
2012,Hispanic,Utah,West,0.849637265103828
2008,Pacific,Utah,West,0.934482341398098
1999,White,Utah,West,1.03017059151757
2019,Black,Utah,West,0.721901384382248
2010,Pacific,Utah,West,1.11313557403215
2011,White,Utah,West,1.03881036625715
2018,Native,Utah,West,1.32014110099478
2008,Asian,Utah,West,0.594907204723682
2005,Native,Utah,West,0.986207208437787
2004,Pacific,Utah,West,1.14626359401667
2005,Asian,Utah,West,0.654857754533318
2017,Native,Utah,West,1.19679777698112
2008,Native,Utah,West,1.04574722861918
2016,Asian,Utah,West,0.742092759766159
2010,Hispanic,Utah,West,0.867517949011051
2015,Asian,Utah,West,0.756772873321405
2000,Pacific,Utah,West,1.00649948867258
2011,Pacific,Utah,West,1.0248293347827
2001,White,Utah,West,1.04242329040998
2016,Hispanic,Utah,West,0.963734447132934
2001,Asian,Utah,West,0.599366982552303
2014,Native,Utah,West,0.996832014144432
2000,Black,Utah,West,0.829152650608431
2018,Hispanic,Utah,West,1.04995454822825
2013,Asian,Utah,West,0.742766979618589
2012,Black,Utah,West,0.760724760292121
2016,Native,Utah,West,1.10587192108626
2020,Black,Utah,West,0.733904719021652
2015,Pacific,Utah,West,1.30076665228747
1999,Asian,Utah,West,0.637586126802969
2004,Hispanic,Utah,West,1.04150619659123
2019,Native,Utah,West,1.17027138029006
2006,Hispanic,Utah,West,0.817696665721674
2007,Black,Utah,West,0.911816878860264
2018,Asian,Utah,West,0.767043447421697
2015,Black,Utah,West,0.726962051125572
2008,Black,Utah,West,0.928116683195123
2009,Black,Utah,West,0.826095073224855
1999,Native,Utah,West,0.95999592486814
2015,Native,Utah,West,1.08581623153536
2001,Pacific,Utah,West,1.06343177833201
2000,Native,Utah,West,1.04669387612018
2018,White,Utah,West,1.04200651158339
2010,Native,Utah,West,1.01942286108256
2006,Black,Utah,West,0.867771768655989
2013,Pacific,Utah,West,1.33244391969009
2002,White,Utah,West,1.04102641389057
2000,Asian,Utah,West,0.569733836765931
2005,Hispanic,Utah,West,0.882241786684566
2010,Asian,Utah,West,0.631443488267481
2012,White,Utah,West,1.05481960922588
2004,White,Utah,West,1.03147281697548
2010,Black,Utah,West,0.78044604109573
2013,Black,Utah,West,0.700945360872316
2004,Black,Utah,West,0.777528532796488
2017,Pacific,Utah,West,1.13649858762085
2005,White,Utah,West,1.0335713665561
2012,Native,Utah,West,1.01885232860211
2019,Asian,Utah,West,0.726728862850665
2012,Pacific,Utah,West,1.19107555641702
2009,White,Utah,West,1.02998787763891
1999,Black,Utah,West,0.91335423599624
2019,Hispanic,Utah,West,0.97647046975942
1999,Hispanic,Utah,West,0.853470628415741
2001,Black,Utah,West,0.796339006903059
2002,Black,Utah,West,0.78417444821157
2015,Hispanic,Utah,West,1.00134839314992
1999,Pacific,Utah,West,0.94883304179349
2002,Hispanic,Utah,West,0.885207229790722
2006,White,Utah,West,1.03725056143548
2014,White,Utah,West,1.05001074865356
2020,Pacific,Utah,West,1.16735847464009
2013,Native,Utah,West,1.0828348011801
2010,White,Utah,West,1.05049642482051
2014,Pacific,Utah,West,1.16904891295347
2007,Asian,Utah,West,0.634500640901217
2009,Native,Utah,West,1.08578577194916
2018,Black,Utah,West,0.740554038845705
2017,White,Utah,West,1.04898594280736
2007,Pacific,Utah,West,1.04320884382688
2006,Pacific,Utah,West,1.02375594900162
2009,Hispanic,Utah,West,0.986632962547465
2007,White,Utah,West,1.03164027570903
2020,Native,Utah,West,1.22741233590865
2004,Hispanic,Virginia,South,0.976069459668201
1999,Black,Virginia,South,1.00390718552185
2013,Asian,Virginia,South,1.08187583726343
2002,Hispanic,Virginia,South,0.897343748312004
2012,Native,Virginia,South,0.838551605707159
2017,White,Virginia,South,0.979141517433785
2001,White,Virginia,South,0.99639732369471
2010,Pacific,Virginia,South,0.871639574386081
2003,Pacific,Virginia,South,0.818275512308849
2002,Black,Virginia,South,1.04442684361287
2018,Black,Virginia,South,1.03688606006392
2016,Black,Virginia,South,1.08129322715613
2017,Hispanic,Virginia,South,0.974168211969655
2011,Black,Virginia,South,1.06349156152789
2001,Pacific,Virginia,South,0.827496202636126
2010,Native,Virginia,South,0.908219534209864
2002,Native,Virginia,South,0.817015448639016
2016,Asian,Virginia,South,1.03862374773485
2006,White,Virginia,South,0.995189474803283
2002,Pacific,Virginia,South,0.834359397276338
2007,Asian,Virginia,South,0.966786617997049
1999,Asian,Virginia,South,1.00529330303351
2012,Pacific,Virginia,South,0.864064372431061
2018,Hispanic,Virginia,South,0.957418742635043
2003,White,Virginia,South,1.00401836925558
1999,Hispanic,Virginia,South,0.90897600546184
2020,Black,Virginia,South,1.00255692069069
2007,Native,Virginia,South,0.772916495895689
2015,Native,Virginia,South,0.884639084188646
2005,Asian,Virginia,South,0.890002028813158
2007,Pacific,Virginia,South,0.819835962595431
1999,Pacific,Virginia,South,0.829558220912543
2015,Asian,Virginia,South,1.01356872592012
2007,White,Virginia,South,0.996156161027397
2013,Hispanic,Virginia,South,0.95666197123833
2011,Native,Virginia,South,0.865123095903679
2008,White,Virginia,South,0.986530051853767
2010,Asian,Virginia,South,1.01819930325089
2001,Black,Virginia,South,1.02209966128935
2009,Asian,Virginia,South,1.0347950968406
2010,Hispanic,Virginia,South,0.913375563654391
2012,Black,Virginia,South,1.068753205471
2009,Hispanic,Virginia,South,0.889435976316669
2011,Hispanic,Virginia,South,0.920826998343314
2001,Native,Virginia,South,0.762591037240967
2006,Pacific,Virginia,South,0.821328808547709
2017,Pacific,Virginia,South,0.8906684042731
2009,Pacific,Virginia,South,0.844316321358905
2015,White,Virginia,South,0.983518923413009
2004,Native,Virginia,South,0.814982762434588
2019,Native,Virginia,South,0.892580443796152
2004,Pacific,Virginia,South,0.864495114850939
2018,Native,Virginia,South,0.852326167352434
2005,Pacific,Virginia,South,0.802491672908193
2010,Black,Virginia,South,1.11341785820477
2012,White,Virginia,South,0.985823086732057
2012,Hispanic,Virginia,South,0.897746314854633
2015,Pacific,Virginia,South,0.885860379557998
2003,Hispanic,Virginia,South,0.900090040273469
2019,Black,Virginia,South,1.08613808276338
2018,White,Virginia,South,0.988181052471471
2011,Pacific,Virginia,South,0.863233615102788
2003,Native,Virginia,South,0.771750940600504
2020,White,Virginia,South,0.999217147988452
2000,Hispanic,Virginia,South,0.880168809844904
2011,Asian,Virginia,South,1.0701618828767
2013,Pacific,Virginia,South,0.890206359760801
2019,Pacific,Virginia,South,0.897388595825268
2020,Hispanic,Virginia,South,0.935531194528547
1999,Native,Virginia,South,0.772779463778687
2000,Native,Virginia,South,0.790714924182006
2004,Black,Virginia,South,1.024564835825
2000,Pacific,Virginia,South,0.812907954719991
2013,White,Virginia,South,0.978280750229061
2019,Asian,Virginia,South,1.08999395044419
2017,Asian,Virginia,South,1.08310107458975
2009,White,Virginia,South,0.986701545663934
2011,White,Virginia,South,0.983572415017195
2014,Native,Virginia,South,0.945976154243527
2001,Asian,Virginia,South,1.04006489946264
2012,Asian,Virginia,South,1.01827020215498
2004,Asian,Virginia,South,1.05702076119957
2009,Black,Virginia,South,1.06315547612238
2014,White,Virginia,South,0.972057027669938
2020,Asian,Virginia,South,1.05338769834869
2020,Native,Virginia,South,0.840477195179992
2005,Black,Virginia,South,1.02713305553809
2008,Native,Virginia,South,0.774407039375919
1999,White,Virginia,South,1.00157031603939
2005,Hispanic,Virginia,South,0.83853169508709
2019,Hispanic,Virginia,South,0.977089682998769
2018,Asian,Virginia,South,1.07990029374212
2007,Black,Virginia,South,1.03875080541952
2002,Asian,Virginia,South,1.00164703110831
2004,White,Virginia,South,0.994603092598494
2003,Black,Virginia,South,0.994784936504725
2016,Native,Virginia,South,0.872112486162252
2017,Native,Virginia,South,0.872184156806913
2009,Native,Virginia,South,0.80704392877815
2016,White,Virginia,South,0.980720525527169
2016,Pacific,Virginia,South,0.890881672754411
2005,White,Virginia,South,1.00151282023732
2000,White,Virginia,South,0.999614982156893
2020,Pacific,Virginia,South,0.866000870751582
2000,Black,Virginia,South,1.02212282145167
2016,Hispanic,Virginia,South,0.963057685746302
2008,Black,Virginia,South,1.06813820786461
2015,Hispanic,Virginia,South,0.937217165327998
2007,Hispanic,Virginia,South,0.857405295578327
2001,Hispanic,Virginia,South,0.897886394107515
2008,Hispanic,Virginia,South,0.883853541358536
2006,Native,Virginia,South,0.775744532609215
2019,White,Virginia,South,0.974637840022634
2014,Black,Virginia,South,1.12435771278519
2006,Hispanic,Virginia,South,0.855879318298487
2008,Pacific,Virginia,South,0.842882376984068
2006,Black,Virginia,South,1.03867783276885
2015,Black,Virginia,South,1.07717044727074
2013,Native,Virginia,South,0.876781472127993
2014,Hispanic,Virginia,South,0.926530523949718
2005,Native,Virginia,South,0.838213320988275
2018,Pacific,Virginia,South,0.867446151375775
2000,Asian,Virginia,South,0.95819746123144
2014,Pacific,Virginia,South,0.895618852139936
2003,Asian,Virginia,South,0.99725761994133
2017,Black,Virginia,South,1.0731953094838
2002,White,Virginia,South,0.992758732368451
2008,Asian,Virginia,South,1.02510766453106
2013,Black,Virginia,South,1.08136272375957
2006,Asian,Virginia,South,0.98468825206814
2010,White,Virginia,South,0.975071575615265
2014,Asian,Virginia,South,1.00561376595256
2001,White,Washington,West,0.986191278711863
2015,White,Washington,West,0.981771059070949
2007,Native,Washington,West,0.959941121254983
1999,Asian,Washington,West,1.21912239745512
2019,Black,Washington,West,0.806334140214618
2010,Asian,Washington,West,1.29730267169386
2002,Hispanic,Washington,West,0.786765488422765
2004,Pacific,Washington,West,1.41576859746096
2010,White,Washington,West,0.986212547687107
2002,Pacific,Washington,West,1.2492743465171
2013,Native,Washington,West,1.00108174418085
2013,Pacific,Washington,West,1.51618949729554
2008,Hispanic,Washington,West,0.862642818141076
2012,White,Washington,West,0.982360592472936
2002,White,Washington,West,0.993356513106189
2004,Black,Washington,West,0.8556818514111
2017,White,Washington,West,0.979385567362469
2012,Pacific,Washington,West,1.50578761439205
2002,Native,Washington,West,0.933813239584615
2014,Asian,Washington,West,1.34522290808978
2013,Black,Washington,West,0.824728888615023
2020,Asian,Washington,West,1.31300131949963
2011,Asian,Washington,West,1.18297750611978
2004,Native,Washington,West,0.9589776530613
2019,Asian,Washington,West,1.26469165934766
1999,Pacific,Washington,West,1.39342668628848
2008,White,Washington,West,0.988050756209775
2002,Asian,Washington,West,1.12723871294817
2000,Black,Washington,West,0.860323243473142
2003,Native,Washington,West,0.979574219115321
2016,Asian,Washington,West,1.4418647194623
2006,Black,Washington,West,0.867738741210788
2012,Hispanic,Washington,West,0.782107785338936
2007,Hispanic,Washington,West,0.789488928429105
1999,Black,Washington,West,0.880417328653511
2018,Asian,Washington,West,1.26857933429378
2005,Black,Washington,West,0.878274908822594
2015,Pacific,Washington,West,1.58235499405048
2016,Pacific,Washington,West,1.58673574672541
1999,Native,Washington,West,0.976245572046871
2019,Native,Washington,West,0.976082599127419
2011,Hispanic,Washington,West,0.828272171029488
2017,Pacific,Washington,West,1.53719995617287
2006,White,Washington,West,0.987042377441429
2012,Black,Washington,West,0.832553271433555
2009,White,Washington,West,0.990795436801249
